Date,Time,Town / Village,Area,"Occupation
(Where Relevant)",Description
2006-07-18,21:00,Bispham,Lancashire,,A row of red lights that were a zig zag shape. Also there were five to seven dim lights.
2006-07-20,23:45,Johnstone,Paisley,,"One pure-orange object, that was spherical. The size of a street light."
2006-07-29,22:40,Seaham,County Durham,,Nine balls of orange light were seen. They were following each other and were drifting Northwards. They were visible for about five minutes.
2006-07-29,22:00,Seaham,County Durham,Police Officer,"Six yellow/orange lights were seen, travelling in a line/slightly staggered, from South to North."
2006-08-05,21:30,Enfield,Middlesex,,"13 'orb' like objects in the sky. They were orange in colour. They were darting about in different directions, before shooting straight up."
2006-08-07,,,Derbyshire,,A UFO.
2006-08-09,22:15,Waterlooville,Hampshire,,A strange object was seen. It was orange in colour.
2006-08-20,,Torquay,Devon,,Lights were seen.
2006-08-21,20:50,,Shropshire,,Two extremely bright lights were seen.
2006-08-27,21:30,Herne Bay,Kent,,Eight yellow/orange spheres that looked like they had flames coming out of the back of them.
2006-09-06,,Exeter,Devon,,Just said a sighting.
2006-09-09,22:00,Oldbury,Greater Manchester,,"Five lights/orange fire balls were seen. They were flying in formation. They seemed to hover, before one vanished."
2006-09-09,21:03,Irlham,Greater Manchester,,"There was a circular orange ball with an aura around it. Was low in the sky, then increased in height and was very fast."
2006-09-09,,,Herefordshire Borders,,"Seven bright orange lights were seen in the sky, travelling in a straight line from South to North."
2006-09-13,21:45,Whitehaven,Cumbria,,"A triangular object with lights. One green, one red and the other two amber. There was a strange droning noise as it passed overhead."
2006-09-14,23:05,Kettering,Northants,,"A triangle shaped object that had lights on that looked similar to a helicopter. There was one white, one green and one red light."
2006-09-18,05:00,Loch Creran,Argyll,,"Slim, flat object like a plate, or pencil, lengthways. Circular light at either end and bigger in the centre. Stationary for 1-2 minutes."
2006-09-22,20:00,White Roding/Dunmow,Essex,,Hundreds of glowing lights moving North East in a line formation. They were moving in rows of three.
2006-09-29,,East Linton,East Lothian,,"A big, round, swirly thing in the sky."
2006-10-14,17:30,Sunderland,Tyne & Wear,,A silver pyramid that was rotating at a low speed and off centre.
2006-10-31,21:30,Hetton-Le-Hole,Tyne & Wear,,"A black triangular UFO was seen, with three lights on it."
2006-11-01,19:30,Ayr,Ayrshire,,"A light, way above, in the sky. Moved in a zig zag across the sky."
2006-11-02,20:10,Huntingdon,Cambridgeshire,,Lights that were a really dull yellow. The lights looked like they were interacting with each other.
2006-11-02,20:30,Spalding,Lincolnshire,,"There were about ten orange lights in the sky, and they were moving around in formation."
2006-11-03,14:00,Camsham,Somerset,,"Three silver spheres like stars, that were very shiny and shone in the sun."
2006-11-03,22:30,Potters Bar,Hertfordshire,,"Saw the underside of a circular, hovering object. It had a bright light that was visible. The object was humming."
2006-11-04,21:30,Walworth,London,,A line of four orange lights. They were travelling at speed and quite close together.
2006-11-05,,Seaton,Cornwall,,Two unidentified flying objects.
2006-11-06,11:20,Peterborough,Cambridgeshire,,"Something like shells, with pale pink in the middle, all flying the same speed in formation."
2006-11-09,,,North Yorkshire,,Three spinning objects with three big lights.
2006-11-12,20:20,Petworth,West Sussex,,Five dancing lights seen.
2006-11-25,20:30,Newport,Shropshire,,"Three sphere shaped, bright yellow/white lights seen on a clear night."
2006-11-29,00:50,Coatbridge,Glasgow,,"Triangular object which changed to a round shape, then became elongated. Had red lights on it. Plus a blue circle around it."
2006-12-10,14:00,Eastleigh Cotswolds,Hants,,Metallic spinning object that had heat sources showing green.
2006-12-11,,Plymouth,Devon,,A blue light with a white light in the middle.
2006-12-11,22:50,Stratford upon Avon,Warwickshire,,"Saw something very unusual travelling across the sky, quite low."
2006-12-17,18:45,Cobham,Surrey,,White object moving from North to South. Looked like the object was burning up. Trail behind it that lasted a few seconds.
2006-12-30,,Hunstanton,Norfolk Hampshire,,"The object was silver in colour, with a light underneath. It hovered in the sky and made little noises while flying. Dust came down."
2006-12-31,19:15,South Gorley,,,Three orange lights were moving across the sky at the same speed and then another orange light came 10 seconds later.
2006-12-31,20:55,Maidstone,Kent,,"UFO, lights - so many different ones."
2006-12-31,,,,,There was a light darting about the sky.
No Firm Date,,Bony Lake,Mid Lothian,,There were five orange lights that were quite bright and moving slowly across the sky. (Message taken 10 January 2006).
No Firm Date,,Bony Lake,Mid Lothian,,"Four, small, bright red lights were seen moving slowly across the sky. (Message taken 10 January 2006)."
No Firm Date,,Walsall,West Midlands,,"A UFO was doing funny, sharp turns over a field. (Sometime in 2006 - Message taken 6 March 2006)."
No Firm Date,,Oldbury,West Midlands,,A sighting. (Message taken 3 April 2006).
No Firm Date,,,South Yorkshire,,A UFO was seen. (Message taken 10 April 2006).
No Firm Date,,Hunton,Hertfordshire,,Just said a sighting. (Sighting May 2006)
No Firm Date,,Churchstoke,Powys,,"The object was disc shaped, with four different colours - blue, green, white and orange. (Seen 2006 - Message taken 3 July 2006)."
No Firm Date,22:15,Barton-le-Clay,Bedfordshire,,"Four, independent, bright orange lights going from South to North. (Sighting July 2006, message taken 24 July 2006)."
No Firm Date,,Rushington,West Sussex,,"Two flying objects were seen. (Sighting July 2006, message taken 24 July 2006)."
No Firm Date,,Hetton-Le-Hole,Tyne & Wear,,"There were many lights seen up in the sky. (Sighting Aug 2006, message taken 8 August 2006)."
No Firm Date,,Clevedon,Somerset,,"A globe shaped, lighted object fluttered through the sky. It looked erratic. (Sighting August - E.mail received 13 August 2006)."
No Firm Date,,Polgate,East Sussex,,"The first object changed shape. The second object was red, and star shaped. (UFOs seen in August 2006 - e.mail, 23 August 2006)."
No Firm Date,,Chigwell,Essex,,A UFO. Sighting seen sometime in September 2006. (Message taken off answerphone - 5 September 2006).
No Firm Date,,Bedford,Bedfordshire,,A series of orange orbs were seen. (Sometime in September 2006). (Message taken off answerphone - 11 September 2006).
No Firm Date,20:00,Market Deeping,Lincolnshire,,An orange light with no noise.
No Firm Date,,Stoke on Trent,Staffordshire,,A flying object. (Message taken off answerphone on 15 November 2006).
No Firm Date,,Bury St Edmunds,Suffolk,,Bright white object like a white star in the sky. The object had a tail.
No Firm Date,22:55,Dudley,West Midlands,,A white light. (Message taken off answerphone - 12 December 2006).
No Firm Date,,Midlothian,Scotland,,"A weird light that was going in all sorts of weird directions. (Seen sometime in December, message taken 4 January 2007)."
No Firm Date,,,,,A UFO. (Seen sometime in December 2006. Message taken off answerphone - 5 January 2007).
2006-09-09,21:03,Irlham,Greater Manchester,,"There was a circular orange ball with an aura around it. Was low in the sky, then increased in height and was very fast."
2006-09-09,,,Herefordshire Borders,,"Seven bright orange lights were seen in the sky, travelling in a straight line from South to North."
2006-09-13,21:45,Whitehaven,Cumbria,,"A triangular object with lights. One green, one red and the other two amber. There was a strange droning noise as it passed overhead."
2006-09-14,23:05,Kettering,Northants,,"A triangle shaped object that had lights on that looked similar to a helicopter. There was one white, one green and one red light."
2006-09-18,05:00,Loch Creran,Argyll,,"Slim, flat object like a plate, or pencil, lengthways. Circular light at either end and bigger in the centre. Stationary for 1-2 minutes."
2006-09-22,20:00,White Roding/Dunmow,Essex,,Hundreds of glowing lights moving North East in a line formation. They were moving in rows of three.
2006-09-29,,East Linton,East Lothian,,"A big, round, swirly thing in the sky."
2006-10-14,17:30,Sunderland,Tyne & Wear,,A silver pyramid that was rotating at a low speed and off centre.
2006-10-31,21:30,Hetton-Le-Hole,Tyne & Wear,,"A black triangular UFO was seen, with three lights on it."
2006-11-01,19:30,Ayr,Ayrshire,,"A light, way above, in the sky. Moved in a zig zag across the sky."
2006-11-02,20:10,Huntingdon,Cambridgeshire,,Lights that were a really dull yellow. The lights looked like they were interacting with each other.
2006-11-02,20:30,Spalding,Lincolnshire,,"There were about ten orange lights in the sky, and they were moving around in formation."
2006-11-03,14:00,Camsham,Somerset,,"Three silver spheres like stars, that were very shiny and shone in the sun."
2006-11-03,22:30,Potters Bar,Hertfordshire,,"Saw the underside of a circular, hovering object. It had a bright light that was visible. The object was humming."
2006-11-04,21:30,Walworth,London,,A line of four orange lights. They were travelling at speed and quite close together.
2006-11-05,,Seaton,Cornwall,,Two unidentified flying objects.
2006-11-06,11:20,Peterborough,Cambridgeshire,,"Something like shells, with pale pink in the middle, all flying the same speed in formation."
2006-11-09,,,North Yorkshire,,Three spinning objects with three big lights.
2006-11-12,20:20,Petworth,West Sussex,,Five dancing lights seen.
2006-11-25,20:30,Newport,Shropshire,,"Three sphere shaped, bright yellow/white lights seen on a clear night."
2006-11-29,00:50,Coatbridge,Glasgow,,"Triangular object which changed to a round shape, then became elongated. Had red lights on it. Plus a blue circle around it."
2006-12-10,14:00,Eastleigh Cotswolds,Hants,,Metallic spinning object that had heat sources showing green.
2006-12-11,,Plymouth,Devon,,A blue light with a white light in the middle.
2006-12-11,22:50,Stratford upon Avon,Warwickshire,,"Saw something very unusual travelling across the sky, quite low."
2006-12-17,18:45,Cobham,Surrey,,White object moving from North to South. Looked like the object was burning up. Trail behind it that lasted a few seconds.
2006-12-30,,Hunstanton,Norfolk Hampshire,,"The object was silver in colour, with a light underneath. It hovered in the sky and made little noises while flying. Dust came down."
2006-12-31,19:15,South Gorley,,,Three orange lights were moving across the sky at the same speed and then another orange light came 10 seconds later.
2006-12-31,20:55,Maidstone,Kent,,"UFO, lights - so many different ones."
2006-12-31,,,,,There was a light darting about the sky.
No Firm Date,,Bony Lake,Mid Lothian,,There were five orange lights that were quite bright and moving slowly across the sky. (Message taken 10 January 2006).
No Firm Date,,Bony Lake,Mid Lothian,,"Four, small, bright red lights were seen moving slowly across the sky. (Message taken 10 January 2006)."
No Firm Date,,Walsall,West Midlands,,"A UFO was doing funny, sharp turns over a field. (Sometime in 2006 - Message taken 6 March 2006)."
No Firm Date,,Oldbury,West Midlands,,A sighting. (Message taken 3 April 2006).
No Firm Date,,,South Yorkshire,,A UFO was seen. (Message taken 10 April 2006).
No Firm Date,,Hunton,Hertfordshire,,Just said a sighting. (Sighting May 2006)
No Firm Date,,Churchstoke,Powys,,"The object was disc shaped, with four different colours - blue, green, white and orange. (Seen 2006 - Message taken 3 July 2006)."
No Firm Date,22:15,Barton-le-Clay,Bedfordshire,,"Four, independent, bright orange lights going from South to North. (Sighting July 2006, message taken 24 July 2006)."
No Firm Date,,Rushington,West Sussex,,"Two flying objects were seen. (Sighting July 2006, message taken 24 July 2006)."
No Firm Date,,Hetton-Le-Hole,Tyne & Wear,,"There were many lights seen up in the sky. (Sighting Aug 2006, message taken 8 August 2006)."
No Firm Date,,Clevedon,Somerset,,"A globe shaped, lighted object fluttered through the sky. It looked erratic. (Sighting August - E.mail received 13 August 2006)."
No Firm Date,,Polgate,East Sussex,,"The first object changed shape. The second object was red, and star shaped. (UFOs seen in August 2006 - e.mail, 23 August 2006)."
